Index Name,Backbone Type,Dual or Single,Sequencing Technology,Index Side,Index Pairing,Index Set Name,Publish to manifest - Adds cycle lengths automatically
QIAUDI5049,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5050,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5051,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5052,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5053,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5054,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5055,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5056,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5057,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5058,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5059,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5060,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5061,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5062,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5063,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5064,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5065,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5066,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5067,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5068,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5069,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5070,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5071,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5072,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5073,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5074,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5075,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5076,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5077,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5078,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5079,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5080,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5081,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5082,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5083,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5084,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5085,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5086,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5087,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5088,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5089,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5090,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5091,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5092,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5093,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5094,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5095,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5096,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5097,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5098,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5099,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5100,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5101,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5102,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5103,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5104,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5105,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5106,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5107,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5108,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5109,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5110,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5111,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5112,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5113,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5114,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5115,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5116,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5117,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5118,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5119,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5120,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5121,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5122,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5123,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5124,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5125,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5126,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5127,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5128,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5129,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5130,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5131,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5132,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5133,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5134,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5135,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5136,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5137,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5138,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5139,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5140,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5141,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5142,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5143,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5144,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5145,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5146,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5147,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5148,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5149,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5150,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5151,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5152,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5153,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5154,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5155,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5156,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5157,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5158,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5159,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5160,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5161,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5162,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5163,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5164,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5165,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5166,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5167,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5168,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5169,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5170,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5171,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5172,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5173,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5174,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5175,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5176,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5177,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5178,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5179,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5180,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5181,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5182,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5183,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5184,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5185,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5186,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5187,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5188,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5189,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5190,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5191,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5192,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5193,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5194,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5195,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5196,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5197,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5198,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5199,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5200,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5201,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5202,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5203,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5204,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5205,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5206,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5207,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5208,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5209,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5210,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5211,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5212,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5213,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5214,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5215,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5216,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5217,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5218,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5219,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5220,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5221,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5222,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5223,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5224,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5225,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5226,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5227,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5228,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5229,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5230,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5231,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5232,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
QIAUDI5233,TruSeqHT,DUALINDEX,ILLUMINA,i5,,QIAgen - QIASeq Direct UDI Plates A/B/C/D/E/F/G/H,1
